"Nomes","Valor","Cluster"
"Tênis Nike Downshifter 13 Masculino",303.99,2
"Tênis Mizuno Wave Tornamic 3 Masculino",300.69,2
"Tênis Mizuno Wave Endeavor Masculino",449.9,2
"Tênis Fila Grand Prix Masculino",229.99,1
"Tênis Oakley Split II Masculino",209.98,1
"Tênis Masculino Gel Fitness Amortecimento Moderno Cadarço",123.4,1
"Tênis New Balance Fresh Foam X 1080 V13 Masculino",1199.99,3
"Tênis New Balance Fresh Foam Arishi V'4 Masculino",499.9,2
"Tênis Slip On Redley Originals Masculino",239.9,1
"Tênis Asics Fuzeblast Se Masculino",298.88,2
"Tênis New Balance Fresh Foam Arishi V'4 Masculino",339.49,2
"Tênis Meia Masculino e Feminino Casual Calce Fácil Com Elástico e Cadarço",68.31,1
"Tênis Reebok Energen Tech Plus Masculino",379.99,2
"Tênis New Balance Masculino 574v2 Casual",524.88,2
"Tênis Lacoste Carnaby Pro Masculino",424.15,2
"Tênis Mizuno Wave Prophecy 13 Masculino",1454.99,3
"Tênis Adidas Lite Racer 3 0 Masculino",199.99,1
"Tenis Mormaii Urban Free Original Skate Casual Masculino",154.9,1
"Tênis Mizuno Wave Dynasty 5 Masculino",276.44,1
"Tênis Under Armour Tribase Reps Masculino",419.69,2
"Tênis Mizuno Wave Frontier 15 Masculino",465.59,2
"Tênis Infantil Olympikus Supremo Bicolor Masculino",129.99,1
"Tênis Mizuno Wave Prophecy 12 S Masculino",824.49,3
"Tênis Fila Arcade Low Masculino",231.57,1
"Tênis Olympikus Beats Masculino",290.99,1
"Tênis Olympikus Volcan Masculino",174.99,1
"Tênis Everlast Bronx Masculino",161.49,1
"Tênis New Balance 696 V'5 Clay Masculino",378.29,2
"Tênis Olympikus Urbano Ast Masculino",169.99,1
"Tênis Joma Master 1000 Clay Masculino - Saibro -  Marinho e Vermelho",222.11,1
"Tênis Masculino Esportivo Para Treino Academia Confortável Lançamento + Relogio",89.91,1
"Tênis de Corrida Masculino Mizuno Wave Creation 22 115th",449.99,2
"Tênis Masculino Sapatênis Legitimo Jogger Kit Com Relógio e Carteira",125.91,1
"Tênis Adidas Masculino VS Pace 2.0 Skateboarding",282.69,1
"Tênis Adidas Alphabounce Masculino",699.99,3
"Tênis Ortopédico Masculino e Feminino Asc Original Calce Fácil",99.99,1
"Tênis Fila Racer T2 Masculino",556.7,2
"Tênis Skechers Go Walk 6 Masculino",341.91,2
"Tênis Adidas Lite Racer 3 0 Masculino",299.99,2
"Tênis New Balance 373 V2 Masculino",309.99,2
"Tênis Asics Gel-Venture 9 Masculino",469.9,2
"Tênis Mizuno Wave Mirai 5 Masculino",484.99,2
"Tênis Olympikus Ultraleve 232G Masculino",109.99,1
"Tênis Couro Lacoste Sideline Pro Masculino",359.99,2
"Tênis Fila Recovery Masculino",282.69,1
"Tênis Under Armour Hovr Sonic 6 Masculino",465.59,2
"Tênis Adidas Runfalcon 3.0 Masculino",399.99,2
"Tênis Fila Racer Carbon 2 Masculino",989.09,3
"Kit Tênis Masculino Polo Joy Sport + Relógio E Cinto",153.33,1
"Tênis Nike Defy All Day Masculino",455.99,2
"Tênis Fila Start Masculino",198.99,1
"Tênis Puma Viz Runner BDP Masculino",289.9,1
"Tênis de Corrida Masculino Under Armour Charged Skyline 3 SE",229.99,1
"Tênis Masculino FXB Caminhada Esportivo Conforto",79.9,1
"Tênis Fila Trend 3.0 Masculino",252.6,1
"Tênis Mizuno Space 3 Masculino",329.99,2
"Tênis Fila Street Fit 2 Masculino",349.9,2
"Tênis Nike SB Chron 2 Canvas Masculino",341.99,2
"Tênis Couro Democrata Denim Jake Masculino",299.88,2
"Tênis Reebok Flexagon Force 4 Masculino",237.49,1
"Tênis Estilo Retrô Sneaker Runway Sportwear Masculino",88.31,1
"Tênis Skechers Go Walk Max Clinched Masculino",259.98,1
"Tênis Asics Gel Quantum 180 Fly Masculino",399.98,2
"Tênis Fila Racer Carbon Masculino",899,3
"Sapatenis Masculino Branco Tênis Casual Polo Para Dia a Dia",88.02,1
"Tênis Adidas Courtblock Masculino",340.34,2
"Tênis Adventure Trekking Masculino Reforçado Confortável Palmilha Laranja",96.81,1
"Tênis Puma Bdp Masculino",599.9,2
"Tênis Mizuno Connect Masculino",359.9,2
"Tênis New Balance Fresh Foam X Evoz V3 Masculino",387.99,2
"Tênis Asics Gel-Dedicate 8 Masculino",407.39,2
"Tênis Nike Court Vision Low Next Nature Masculino",455.99,2
"Kit 2 Pares Sapatênis Tênis Casual Masculino + Conjunto Kit",149.9,1
"Tênis Extremecross Masculino Feminino Speed Corrida Trekking Trilha Escalada Academia Ciclismo",161.41,1
"Tênis Olympikus Marte Masculino",189.99,1
"Tênis Asics Raiden 3 Masculino",346.4,2
"Tênis de Corrida Masculino Mizuno Jet 7",284.99,1
"Tênis Asics GT-2000 10 Masculino",683.99,2
"Tênis Masculino FXB Caminhada Esportivo Conforto",79.9,1
"Tênis Fila Trend 3.0 Masculino",252.6,1
"Tênis Mizuno Space 3 Masculino",329.99,2
"Tênis Oakley Halftrack Low II Masculino",630.99,2
"Tênis Asics Gel Pulse 14 Masculino",549.99,2
"Tênis de Corrida Masculino Mizuno Wave Sky Rise 4",349.99,2
"Tênis Fila Street Fit 2 Masculino",349.9,2
"Tênis Nike SB Chron 2 Canvas Masculino",341.99,2
"Tênis Couro Democrata Denim Jake Masculino",299.88,2
"Tênis Reebok Flexagon Force 4 Masculino",237.49,1
"Tênis Estilo Retrô Sneaker Runway Sportwear Masculino",88.31,1
"Tênis Skechers Go Walk Max Clinched Masculino",259.98,1
"Tênis Asics Gel Quantum 180 Fly Masculino",399.98,2
"Tênis Fila Racer Carbon Masculino",899,3
"Sapatenis Masculino Branco Tênis Casual Polo Para Dia a Dia",88.02,1
"Tênis Adidas Courtblock Masculino",340.34,2
"Tênis Adventure Trekking Masculino Reforçado Confortável Palmilha Laranja",96.81,1
"Tênis Puma Bdp Masculino",599.9,2
"Tênis Mizuno Connect Masculino",359.9,2
"Tênis New Balance Fresh Foam X Evoz V3 Masculino",387.99,2
"Tênis Asics Gel-Dedicate 8 Masculino",407.39,2
"Kit 2 Pares Sapatênis Tênis Casual Masculino + Conjunto Kit",149.9,1
"Tênis Extremecross Masculino Feminino Speed Corrida Trekking Trilha Escalada Academia Ciclismo",161.41,1
"Tênis Olympikus Marte Masculino",189.99,1
"Tênis Asics Raiden 3 Masculino",346.4,2
"Tênis de Corrida Masculino Mizuno Jet 7",284.99,1
"Tênis Asics GT-2000 10 Masculino",683.99,2
"Tênis Asics Gel Quantum 180 Fly Masculino",499.99,2
"Tênis Nike Air Max AP Masculino",560.49,2
"Tênis Diesel S-Athene-Low em Couro Detalhe Custura Off White Masculino Preto",1914,3
"Tênis Mizuno Connect Masculino",249.98,1
"Tênis Fila Venture Tracer Masculino",341.91,2
"Tênis Reserva Yankee Masculino",859,3
"Tênis Reebok Zig Dynamica 4 Masculino",299.9,2
"Sapatênis Masculino Branco Polo Tênis Casual Dia a Dia Leve",107.3,1
"Tênis Asics Gel-Task 3 Cano Baixo Masculino",579.9,2
"Tenis Mormaii Urban Free Original Skate Casual Masculino",154.9,1
"Coturno Bota Tênis Masculino Adventure Casual Adulto e Infantil Tratorada",144,1
"Tênis Adidas Supernova Stride Masculino",735.21,3
"Tênis Under Armour Charged Beat Masculino",209.99,1
"Tênis Sapatênis Masculino Polo Joy Casual Lona Confortável",108.2,1
"Tênis Masculino Reebok Nano X3",699.99,3
"Tênis Adidas Supernova Rise Masculino",899.99,3
"Tênis Adidas Lite Racer 3 0 Masculino",299.99,2
"Tênis Puma Flyer Runner Mesh Bdp Masculino",189.99,1
"Tênis Asics Gt-2000 12 Masculino",899.99,3
"Tênis Everlast Racer Masculino",129.98,1
"Tênis Skechers Max Cushioning Arch Fit Upper Han Masculino",567.44,2
"Tênis Adidas Hoops 3.0 Masculino",279.99,1
"Tênis Mizuno Wave Creation 24 Wk Masculino",599.99,2
"Tênis New Balance 373 V2 Masculino",449.69,2
"Tênis Adidas Lite Racer 3.0 Masculino",219.99,1
"Kit 2 Tênis Masculino Infantil de Criança Casual",176.2,1
"TENIS COCA COLA DAYTONA MASCULINO",169.9,1
"Tênis New Balance 373v2 Bege e Cinza - Masculino",375.99,2
"Tenis Mizuno Wave Endeavor Masculino-40 Preto",522.49,2
"Tênis Sapatênis Masculino Polo Joy Casual Lona Confortável",108.2,1
"Tênis Fila Racer T2 Masculino",599.9,2
"Tênis Nike Court Lite 4 Masculino",455.99,2
"Tênis Asics Japan S Masculino",319.99,2
"Tênis Puma Forever Run Nitro Masculino",649.9,2
"Tênis Nike Impact 4 Masculino",408.49,2
"Tênis Under Armour Curry 3Z7 Basquete Masculino",659.9,2
"Tênis Reebok Floatride Energy 4 Adventure Masculino",569.99,2
"Tênis Nike Court Legacy Masculino",417.99,2
"Tênis Mizuno Wave Hawk 4 Masculino",339.49,2
"Tênis Adidas Advantage Masculino",199.99,1
"Tênis Skechers Go Run Fast I Masculino",281.29,1
"Tênis Infantil Vili Feminino Masculino Escolar Calce Fácil",79.9,1
"Tênis New Balance 480 Low Masculino",659.9,2
"Tênis Infantil Vili Feminino Masculino Escolar Calce Fácil",79.9,1
"Tênis Asics Gel Quantum 180 Fly Masculino",470.69,2
"Tênis Couro New Balance 237 Masculino",369.98,2
"Tênis Mizuno Wave Endeavor Masculino",449.9,2
"Tênis Adidas Runfalcon 3.0 Masculino",271.59,1
"Tenis New Balance Fresh Foam Garoe Mtgarorb Masculino",749.9,3
"Tênis Nike Air Max SYSTM Masculino",465.49,2
"Tênis Qix Trek Estilo Casual Rua Masculino",323.91,2
"Tênis Mizuno Wave Hawk 4 Masculino",290.61,1
"Tênis Saucony Triumph 20 Masculino Azul Claro / Preto",1199.9,3
"Tênis Mizuno Wave Rider 27 AMS",446.19,2
"Tênis Nike Legend Essential 3 Next Nature Masculino",322.99,2
"Tênis Olympikus Urbex Masculino",189.9,1
"Tênis Nike Zoom Court Lite 3 Masculino",341.99,2
"Tênis Couro Democrata Shift Masculino",209.98,1
"Tênis Couro Fila Acd Classic Masculino",332.39,2
"Tênis New Balance Fresh Foam X 1080v12 Masculino-43 Preto-Laranja",759.99,3
"Tênis Asics Gel Takumi Masculino",499.9,2
"Kit 2 Pares Tênis Masculino Infantil Escolar Criança Menino",149.9,1
"Tênis Under Armour Buzzer Masculino",242.49,1
"Tênis Adidas RunFalcon 3.0 Masculino",399.9,2
"Coturno Bota Tênis Masculino Adventure Casual Adulto e Infantil Tratorada",144,1
"Tênis Fila Trend 3.0 Masculino",230.76,1
"Tênis Couro Bull Terrier Bruce Low Masculino",261.89,1
"Tênis de Corrida Masculino Mizuno Wave Mirai 5",429.89,2
"Tênis Street Ollie Masculino Start Conforto",109.99,1
"Tênis Mormaii Urban One Masculino",109.99,1
"Tênis Fila KR6 Masculino",499.9,2
"Tênis Adidas Response Solar Masculino",509.9,2
"Tênis Skechers Be Kind Masculino",325.39,2
"Tênis Masculino Nike Structure 25",626.99,2
"Tênis New Balance Fresh Foam X Evoz V3 Masculino",859.99,3
"Tênis Asics Gt 2000 11 Masculino",899.9,3
"Tênis Osklen Deck Canvas Masculino",239.98,1
"Tênis Fila Racer Carbon 2 Masculino",1099.99,3
"Bota Coturno Tênis Adventure Masculino Palmilha Gel -",179.9,1
"Tênis Oakley Masculino Halftrack Low II",579.88,2
"Tênis Mizuno Wave Way 3 Masculino",349.89,2
"Kit 2 Tênis Esportivo Masculino Cadarço Academia Fitness",135.28,1
"Tênis Cano Médio Under Armour Curry 3Z7 Masculino",389.99,2
"Tênis Asics Gel-Hypersonic 4 Masculino",387.99,2
"Tênis Fila Progress Masculino",318.88,2
"Tênis Mizuno Wave Dynasty 5 Masculino",378.82,2
"Tenis Masculino Infantil Casual Air Kids Nid Feet Lançamento",79.9,1
"Tênis Asics Gel Hypersonic 3 Masculino",532.38,2
"Tênis Oakley Mod Graphitte Masculino",149.99,1
"Tênis New Balance 520 V'8 Masculino",358.89,2
"Tênis Olympikus Exito Masculino",209.9,1
"Tênis Asics Gel-Sparta 2 Masculino",379.9,2
"Tênis Couro Bull Terrier Bruce Low Masculino",281.29,1
"Tênis Mizuno Hawk 5 Masculino",271.59,1
"Tênis Mizuno Wave Superfast Masculino",399.99,2
"Tênis Olympikus Triunfo 3 Masculino",214.9,1
"Tênis Couro Fila Acd Classic Masculino",282.06,1
"Tênis Asics Masculino Versablast 2 SE",299.9,2
"Tênis Casual Pegada Masculino em Microfibra Branco 171901-01",209.9,1
"Tênis Adidas Ultrabounce Run Masculino",397.69,2
"Tênis Nike BRSB Masculino",484.49,2
"Tênis Adidas Supernova Rise Masculino",899.99,3
"Tênis Asics Gt-1000 12 Masculino",599.9,2
"Tênis New Balance Fresh Foam Arishi V'4 Masculino",329.79,2
"Tênis Mizuno Hawk 5 Masculino",271.59,1
"Tênis Masculino Para Academia 33Y Caminhada Confortável Macio Leve",69.99,1
"Tênis Casual Pegada Masculino em Couro Branco 110923-01",247.86,1
"Tênis Adidas Own The Game 2.0 Masculino",548.9,2
"Tênis Adidas Pureboost 23 Masculino",514.09,2
"Tênis Academia Masculino Olymp Caminhada Treino Malhar Musculação BF Shoes",99.9,1
"Tênis Asics Gel-Meteora Masculino",387.99,2
"Tênis Adidas Run 70S Masculino",499.9,2
"Tênis Mizuno Wave Tornamic 3 Masculino",320.09,2
"Tênis Mizuno Wave Superfast Masculino",404.99,2
"Tenis Qix Trek Skate Masculino Feminino Original Sneaker",389.9,2
"Kit 2 Pares Tênis Sneakers Air Casual Masculino Feminino Blogueira Skate",149.7,1
"Tênis Nike Legend Essential 3 Next Nature Masculino",332.49,2
"Tênis Asics Gel-Meteora Masculino",387.99,2
"Tênis Cano Baixo Masculino Palmilha EVA Conforto",99.9,1
"Tênis Mizuno Wave Legend 2 Masculino",416.88,2
"Tênis Couro New Balance 237 Masculino",359.99,2
"Tênis Fila Float Prime Masculino",329.99,2
"Tênis Nike Interact Run Masculino",398.99,2
"Tênis Adidas Alphaedge Masculino",599.8,2
"Tênis Nike BRSB Masculino",474.99,2
"Tênis Fila Racer Flexor Masculino",229.9,1
"Tênis Fila Racer Wings Masculino",199.99,1
"Tênis DC Shoes Union LA Masculino",179.98,1
"Tênis Olympikus Zex 168 Masculino",199.99,1
"Sapatenis Masculino Branco Tênis Casual Polo Para Dia a Dia",88.02,1
"Tênis Mormaii Urban One Masculino",109.99,1
"Tenis Mizuno Mirai 5 Masculino",329.9,2
"Tênis Skechers Zeller Bazemore Masculino",499.99,2
"Tênis Infantil Masculino de Menino Esporte Escolar Casual Tam 20 ao 34 - Tênis Príncipe Bernardo",89,1
"Tênis Asics Versablast 2 SE Masculino",399,2
"Tênis DC Shoes Anvil TX Masculino",264.1,1
"Tênis Fila Racer Carbon 2 Masculino",1099.99,3
"Tênis Asics Fuzeblast Se Masculino",299.9,2
"Tênis Olympikus Dynamic Masculino Original",266.49,1
"Tênis Asics Gt 2000 11 Masculino",756.58,3
"Tênis Nike LeBron Witness 8 Masculino",503.49,2
"Tênis Nike Full Force Low Masculino",493.99,2
"Tênis Nike E-Series AD Masculino",389.49,2
"Tênis Reebok Nanoflex TR V2 Masculino",399.9,2
"Tenis Qix Trek Skate Masculino Feminino Original Sneaker",389.9,2
"Kit 2 Pares Tênis Sneakers Air Casual Masculino Feminino Blogueira Skate",149.7,1
"Tênis Nike Legend Essential 3 Next Nature Masculino",332.49,2
"Tênis Asics Gel-Meteora Masculino",387.99,2
"Tênis Cano Baixo Masculino Palmilha EVA Conforto",99.9,1
"Tênis Mizuno Wave Legend 2 Masculino",416.88,2
"Tênis Couro New Balance 237 Masculino",359.99,2
"Tênis Fila Float Prime Masculino",329.99,2
"Tênis Nike Interact Run Masculino",398.99,2
"Tênis Adidas Alphaedge Masculino",599.8,2
"Tênis Nike BRSB Masculino",474.99,2
"Tênis Fila Racer Flexor Masculino",229.9,1
"Tênis Fila Kr5 Masculino",339.89,2
"Tênis Fila Racer Wings Masculino",199.99,1
"Tênis Nike Legend Essential 3 Next Nature Masculino",322.99,2
"Tênis Nike SB Force 58 Unissex",465.49,2
"Tênis DC Shoes Union LA Masculino",179.98,1
"Tênis Olympikus Zex 168 Masculino",199.99,1
"Sapatenis Masculino Branco Tênis Casual Polo Para Dia a Dia",88.02,1
"Tênis Mormaii Urban One Masculino",109.99,1
"Tenis Mizuno Mirai 5 Masculino",329.9,2
"Tênis Skechers Zeller Bazemore Masculino",499.99,2
"Tênis Infantil Masculino de Menino Esporte Escolar Casual Tam 20 ao 34 - Tênis Príncipe Bernardo",89,1
"Tênis Asics Versablast 2 SE Masculino",399,2
"Tênis DC Shoes Anvil TX Masculino",264.1,1
"Tênis Fila Racer Carbon 2 Masculino",1099.99,3
"Tênis Asics Fuzeblast Se Masculino",299.9,2
"Tênis Olympikus Dynamic Masculino Original",266.49,1
"Tênis Asics Gt 2000 11 Masculino",756.58,3
"Tênis Nike LeBron Witness 8 Masculino",503.49,2
"Tênis Nike Full Force Low Masculino",493.99,2
"Tênis Nike E-Series AD Masculino",389.49,2
"Tênis Reebok Nanoflex TR V2 Masculino",399.9,2
"Tênis Puma Viz Runner V2 Bdp Masculino",281.29,1
"Tênis Nike Court Legacy Infantil",332.49,2
"Tênis Olympikus Asfalto Masculino",170.99,1
"Tênis Adidas Lite Racer 3 0 Masculino",299.99,2
"Tênis Infantil Kappa Speed Masculino",54.99,1
"Tênis Oakley Mod Flint Masculino",269.9,1
"Kit 2 Tênis Esportivo Masculino Cadarço Academia Fitness",135.28,1
"Tenis Masculino Caminhada leve Academia Tamanho Especial 45 ao 48 + Relógio",178.06,1
"Tênis Mizuno Wave Vitality 4",269.99,1
"Tênis Lacoste Europa Pro Masculino",359.99,2
"Tênis Masculino Adidas Ultra Energy",199.99,1
"Tênis Slip On Masculino Polo Joy Lona Confortável",108.2,1
"Tênis Fila Acd Classic Se Masculino",229.98,1
"Sapatenis Masculino Tenis Casual Sapato 100% Couro Eco.",159.9,1
"Tênis Masulino C Dm Damando Casual Masculino",107.91,1
"Tênis Mizuno Connect Masculino",290.61,1
"Tênis Asics Gel Spectrum Masculino",299.99,2
"Tênis Adidas Response Runner",203.69,1
"Tênis OUS Imigrante Masculino",399.9,2
"Tênis Oakley Mod Flint Masculino",249.89,1
"Tênis Asics Gel-Hypersonic 4 Masculino",399.99,2
"Tênis Asics Gel Cumulus 24 SE Masculino",719.91,3
"Tênis Asics Upcourt 5 Masculino",429.9,2
"Tênis Osklen Hybrid Laces Nobuck Monochromatic Masculino",529.98,2
"Tênis Masculino Caminhada Academia Treino Cross Lançamento",109.65,1
"Tênis Mizuno Advance Masculino",775.99,3
"Tênis Olympikus Urbex Masculino",139.9,1
"Tênis Nike Sportswear Air Max AP Masculino",541.49,2
"Tênis Reebok Masculino Nano X3 Treino",712.49,3
"Conjunto Lacoste de Camiseta e Boné Tênis x Novak Djokovic Masculino",339.15,2
"Tênis Asics Gel Pacemaker 3 Masculino",379.9,2
"Tênis Nike Interact Run Masculino",474.99,2
"Tênis Nike Free Run NN Masculino",455.99,2
"Tênis Adidas Ultraboost Light Masculino",759.99,3
"Tênis Olympikus Corre 3",499.99,2
"Tênis Rainha Soho Masculino",139.99,1
"Tênis Cano Médio Under Armour Curry 3Z7 Masculino",349.19,2
"Tênis Adidas Advantage Masculino",219.99,1
"Tênis de Corrida Masculino Mizuno Wave Mirai 6",499.9,2
"Tênis Feminino Masculino Infantil Calce Fácil Escolar Kit 2",59.89,1
"Tênis Asics Gel-Rebound Masculino",261.89,1
"Tênis de Corrida Masculino Mizuno Wave Nitron 2",339.99,2
"Tênis Sapatênis Masculino Polo Joy Casual Lona Confortável",108.2,1
"Tênis Under Armour Tribase Reps Masculino",399.99,2
"Tênis Olympikus Challenger 5 Masculino",285.99,1
"Tênis Mizuno Wave Frontier 15 Masculino",417.09,2
"Tênis Reserva Sunset Masculino",239.98,1
"Tênis Couro New Balance 237 Masculino",347.36,2
"Tênis Adidas Grand Court Comfort Masculino",376.11,2
"Tênis New Balance 373 V2 Masculino",449.9,2
"Tênis Adidas Alphabounce+ Masculino",689.9,3
"Tênis Mizuno Wave Invictus 4 Masculino",992.74,3
"Tênis Puma Vis2K 2000 Bdp Masculino",336.83,2
"Tênis Oakley Masculino Halftrack Mid II",649.71,2
"Coturno Tênis Bota Cano Curto Masculino Passeio Trabalho Trilhas",145.16,1
"Tênis Street Ollie Masculino Urca2 Conforto",109.99,1
"Tênis Asics Gel Quantum 180 Fly Masculino",617.49,2
"Tênis Oakley Mod Flint Masculino",279.9,1
"Tênis Masculino Handebol Vôlei Basquete Para Tenista Casual Feminino Gel T-Challenger 04",165.66,1
"Tênis Infantil Masculino Original Action Flex Ultra Conforto Leve Fit Max Lig Shoes",99.71,1
"Tênis Fila Venture Tracer - Masculino",389.49,2
"Kit Tênis Corrida Olympikus Masculino Feminino Corre 3 e Pct Meias",509.99,2
"Tênis Mizuno Wave Hawk 4 Masculino",292.98,1
"Tênis Olympikus Dynamic Masculino",259.89,1
"Tênis Asics Japan S I Masculino",399.99,2
"Tênis Mizuno Cometa 2 Masculino",232.79,1
"Tênis Asics Gel-Task 3 Cano Baixo Masculino",407.39,2
"Tênis Adidas Lite Flow",232.79,1
"Tênis Fila Racer Comet Masculino Original Tamanho Especial",329.89,2
"Tênis Mizuno Wave Mirai 5 Masculino",449.9,2
"Tênis Oakley Stratus Unissex",299.99,2
"Tênis Adidas Response Masculino",271.59,1
"Tênis Asics Gt-2000 12 Masculino",899.9,3
"Tênis Street Ollie Masculino Alpha2 Conforto",139.99,1
"Tênis Nike Streakfly Masculino",778.99,3
"TÊNIS FUTSAL JOMA MUNDIAL 23 MASCULINO",399.99,2
"Tênis Asics Gt-2000 12 Masculino",999,3
"Tênis Nike Metcon 9 Masculino",921.49,3
"Tenis Masculino Infantil Casual Air Kids Nid Feet Lançamento",79.9,1
"Tênis New Balance Fresh Foam Arishiv4 Masculino",399.99,2
"Tênis Asics Gt-2000 12 Masculino",759.9,3
"Tênis BF Shoes para Academia Esportivo Caminhada Olimp Masculino",99.9,1
"Tênis Infantil Kappa Power Masculino",54.99,1
"Tênis Lacoste T-Clip Court Sneakers Masculino",463.15,2
"Tênis Masculino Corrida Advanced RUN Academia Professional Ultra Leve",119.9,1
"Tênis Adidas VL Court 3.0 Masculino",347.49,2
"Tênis New Balance 520 V'8 Masculino",387.99,2
"Tênis Olympikus Jogging 101 Masculino",189.99,1
"Tênis New Balance 411 V'3 Masculino",279.9,1
"Tênis Asics Gel-Meteora Masculino",426.79,2
"Tênis Fila Acd Mid Masculino 42",379.99,2
"Tênis Under Armour Tribase Cross Se Masculino",549.99,2
"Tênis Reserva Classic Masculino",249.99,1
"Tênis Olympikus Marte Masculino",189.99,1
"Tênis Nike MC Trainer 2 Masculino",294.49,2
"Tênis Mizuno Wave Prophecy 13 Masculino",1499.99,3
"Tênis Bota Coturno Adventure Masculino",139,1
"Tênis Puma Electrify Nitro 3 Masculino",581.99,2
"Tênis Fila Retro College Masculino",179.98,1
